X,GeneID,MajorityProteinIDs,U1,S1,B1,U2,S2,B2,U3,S3,B3,U4,S4,B4,U5,S5,B5,U6,S6,B6,U7,S7,B7,U8,S8,B8,U9,S9,B9,U10,S10,B10,U11,S11,B11,C1,C2,C3,C4,C5
2378,GNB2,P62879,11783000,2247800,0,7196400,2865300,0,20438000,1714500,0,15097000,4704600,0,5578800,2440700,17897,5831300,3230000,0,13969000,3529100,0,16020000,2050200,46933,30469000,1201100,0,6167300,1216900,0,12727000,4064900,0,5085300,3730100,5529600,53574000,292500
2379,RPL30,P62888,331040,50216,0,255860,61228,0,122490,63620,0,472840,107460,0,519950,123320,0,1759200,65951,0,129530,23342,0,733430,243090,0,158740,25956,0,33328,0,0,161760,140420,0,107480,0,75579,15218,0
2380,RPL10A,P62906,38347,99287,0,109610,0,0,678600,515830,35837,306820,104950,0,146680,86647,0,310170,353070,0,160150,0,0,861250,141810,0,313010,39076,0,40634,0,0,96377,34201,0,55820,0,128280,0,0
2381,RPL32,P62910,546980,57444,0,316400,64138,0,384800,0,0,133030,49849,0,819880,141910,0,997760,51406,0,69521,61070,0,272330,70923,0,106530,0,0,18634,0,0,68410,51393,0,300830,0,189990,0,57728
2382,RPL11,P62913,319440,81478,0,151740,120530,0,423810,294560,0,213830,50311,0,272470,124310,0,708410,280910,21882,82254,0,0,943520,185350,23131,157450,0,0,12326,0,0,65394,39458,0,114500,0,145180,0,0
2383,RPL8,P62917,384400,40151,0,495640,69952,0,301100,55416,0,166610,76003,0,578190,225280,0,1983100,88080,0,95491,48427,0,294130,65825,0,138080,18725,0,12538,9613.9,0,65511,62462,0,153420,0,110300,0,55868
2384,FKBP1A,P62942,357810,0,0,177070,44886,0,454110,0,0,459680,0,0,431850,133010,0,208970,0,0,568420,0,0,578180,0,0,588830,0,0,232050,77444,0,197940,0,24984,12245,125960,20102,955780,0
2385,RPS27A,P62979,2524400,2378100,0,960690,5233700,0,3717600,2652200,57033,5901800,5310500,0,1600200,4830800,0,1880900,2561400,670230,7646000,3654500,0,12078000,5943700,28365,7570200,4324600,0,3900100,3253600,0,6553900,2315900,0,1421500,4795600,1966800,17237000,0
2386,GRB2,P62993,324370,31512,0,234560,52662,0,294270,18577,0,521920,52864,0,342140,33503,0,36555,44724,0,366060,0,0,696850,66442,0,1270100,37049,0,147540,25034,0,324920,28835,0,4114.7,0,0,236340,0
2387,TRA2B,P62995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2388,RAC1,P63000,1232400,336330,0,3066100,1187500,0,2383400,663490,0,3347900,916050,0,1912700,275330,0,1538100,522030,0,3652400,678130,0,4982800,874520,0,10038000,436870,0,1292500,86156,0,3049100,830180,0,678050,1426200,1437500,5208900,25260
2389,AP2B1,P63010,2158700,294260,0,1142500,411950,0,3626700,685220,0,3455300,449030,0,3142000,359800,0,2737500,701240,0,2070500,366040,0,1824600,235000,0,3655200,22344,0,577800,30639,0,1014500,215400,0,271460,0,526900,335830,0
2390,VAMP2,P63027,0,0,0,0,0,0,194170,0,0,0,0,0,114910,22324,0,0,234220,0,0,0,0,25597,0,0,0,0,0,19522,0,0,55346,0,0,150140,0,532060,0,0
2391,GNAI1,P63096,251500,104950,0,96437,138130,0,412850,198730,0,606040,228500,0,187150,248400,0,370160,127980,0,554210,132730,0,542350,66650,0,623790,32925,0,168430,37147,0,460550,148240,0,186240,187100,229160,865450,0
2392,PPP3R1,P63098,0,0,0,0,0,0,0,0,0,49947,0,0,0,0,0,0,0,0,20262,0,0,19822,0,0,95575,0,0,0,0,0,6923.6,0,0,0,0,0,0,0
2393,YWHAZ,P63104,10484000,6468400,252740,5404500,8326500,56869,23558000,7101300,799620,24114000,9212100,226170,13614000,14267000,409820,5713500,12059000,332190,20921000,5791000,80483,28982000,10300000,1198200,39140000,4968500,271950,9526700,4597900,32894,20027000,8756200,169440,4872600,3272400,8135900,37611000,46067
2394,PPP2R2A,P63151,0,0,0,0,0,0,30496,0,0,165370,0,0,45306,5194.4,0,0,11353,0,96081,0,0,40611,0,0,345910,0,0,5000.9,0,0,26781,0,0,0,0,13861,0,0
2395,SUMO1,P63165,0,0,0,0,0,0,0,0,0,0,0,0,0,13755,0,7573.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2396,DYNLL1,P63167,157480,75412,0,280280,28378,0,86478,119370,0,405350,95276,0,638540,73079,0,279830,218500,6676.5,155080,40133,0,182760,37668,0,305090,13497,0,42642,18325,0,162560,34219,0,73116,0,117690,226550,0
2397,DYNLT1,P63172,11327,0,0,29641,0,0,188600,5941.1,0,107160,34769,0,110250,8822.2,0,57384,68665,0,42646,0,0,41149,0,0,85156,0,0,0,0,0,12918,30175,0,40659,0,63846,81314,0
2398,RPL38,P63173,112690,0,0,80339,0,0,195900,35816,0,72844,0,0,197950,0,0,358230,43887,0,21152,0,0,227300,55339,0,86767,0,0,0,0,0,13953,0,0,108690,0,58098,0,0
2399,SKP1,P63208,33183,32258,0,56105,29611,0,75834,42127,0,358240,48088,0,97535,55695,0,66302,45892,0,125710,36707,0,146860,0,0,272110,0,0,123650,0,0,248820,26804,0,0,12376,0,24444,0
2400,GNG5,P63218,140620,0,0,583670,0,0,261110,0,0,1533200,0,0,329590,0,0,235860,0,0,1410600,0,0,2639800,26117,0,5588300,0,0,431380,39731,0,1900800,65904,0,50246,235050,102080,20114000,0
2401,RPS21,P63220,0,0,0,0,0,0,60449,0,0,117330,0,0,0,51061,0,0,34444,0,40309,0,0,117460,0,0,26083,0,0,28177,0,0,31066,11227,0,0,0,0,0,0
2402,EIF5A,P63241,505910,141140,0,442350,108600,0,1448400,102860,0,852460,92688,12258,949280,105740,0,700380,396820,0,452300,157010,0,933770,109940,16815,1781800,76909,0,126030,15545,0,238600,55448,0,183330,16081,453170,467360,0
2403,RACK1,P63244,202150,106530,36411,252610,20975,0,712080,193340,34534,569930,126230,0,602270,112580,56657,429100,131370,71475,193450,54085,0,1895600,727330,134180,388640,37389,28955,122630,23588,0,173030,29447,0,90360,0,142700,58572,0
2404,ACTG1,P63261,61087000,42373000,5009600,110300000,48239000,1947000,188270000,53148000,9505600,172300000,78854000,3654700,85157000,41747000,4330400,89861000,67907000,3583700,121440000,68705000,1678200,116020000,42961000,13650000,193620000,27985000,3489700,58895000,31978000,526350,110840000,36816000,981520,49547000,14401000,71884000,423340000,6022300
2405,UBE2I,P63279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,TMSB10,P63313,0,0,0,0,0,0,0,0,0,14197,0,0,378360,0,0,0,0,0,44443,211400,0,0,0,0,128380,0,0,0,130620,0,32947,0,0,0,32929,0,0,0
2407,TNNC1,P63316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,PPP2CA,P67775,98762,0,0,214490,59331,0,213550,31382,0,667560,0,0,229960,65354,0,106030,79273,0,613390,60295,0,562570,140020,0,1127200,140680,0,192340,0,0,666370,114700,0,236890,0,540140,345710,0
2409,YBX1,P67809,75905,42776,0,26838,59799,0,107440,69128,19805,277080,55900,0,55786,251930,0,200130,125490,25209,163220,114610,0,575520,235500,23877,224500,57980,0,104180,50198,0,105750,82454,0,342210,0,123690,0,0
2410,SEC11A,P67812,1777700,232850,0,829000,52786,0,834750,70375,0,523990,151230,0,762000,0,0,1412100,41585,0,171170,22062,0,15376,0,0,17424,0,0,60456,0,0,113010,17271,0,36258,0,142870,0,121810
2411,CSNK2B,P67870,287280,32390,0,220050,0,0,458710,0,0,231990,0,0,90081,0,0,110090,34058,3704.5,73553,0,0,157860,0,0,150460,0,0,14483,0,0,62493,72417,0,24309,0,21786,68900,0
2412,TPM4,P67936,220630,116250,32458,760470,272450,0,846720,79012,164030,1135500,108230,102090,1821900,413340,131430,939750,256170,96464,340780,148250,0,460130,108290,14036,915460,24512,44731,267820,157840,0,961360,266850,0,0,14068,178380,6619200,0
2413,ACTC1,P68032,16502000,6924500,824380,20783000,10688000,371870,30495000,7353900,2067300,29093000,15122000,1024900,23680000,9016100,1200100,14189000,16864000,480720,24220000,10031000,178120,21804000,9159600,1604700,31465000,5123500,894170,13161000,5355000,91278,23249000,7683000,441610,9766200,1576500,13800000,56070000,958630
2414,UBE2L3,P68036,406530,11611,0,52819,0,0,456100,0,0,382070,77969,0,488080,98760,0,59955,211370,0,247710,0,0,237450,0,0,721830,0,0,125380,0,0,116350,5793.9,0,73883,0,173070,1459500,0
2415,EEF1A1,P68104,7215100,4290800,606900,6802200,3249900,124280,9153000,4023100,339550,7762900,3950600,61764,23478000,8868200,649100,7735900,3911500,537720,5705300,5902100,34574,14542000,4032700,931360,17346000,1745300,16324,3119500,1843900,0,3805200,2455600,56720,6117500,551840,8031800,6591900,26354
2416,ACTA1,P68133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2417,TUBA1B,P68363,4723400,5411700,966650,3463400,3761400,192360,9567800,10512000,1545500,11145000,5506600,220520,11809000,11249000,272270,4583500,9125400,2499000,7508100,4380300,188630,22970000,6600900,1686500,13990000,2539200,98733,4102400,2554600,0,8266100,3950300,98967,6361000,866840,7871800,2606700,200200
2418,TUBA4A,P68366,0,40104,0,0,0,0,0,91235,0,258520,65754,0,0,145890,0,0,99841,0,28881,32143,0,400630,201590,0,319950,0,0,0,0,0,15946,0,0,0,0,0,0,0
2419,TUBB4B,P68371,6089900,4696500,612460,3765200,2638700,187330,10218000,6697500,752300,12650000,5920900,161090,16344000,8299500,316740,6940400,8846800,1437100,6022000,2487200,0,18766000,7741200,1594800,14600000,2022900,20918,3194400,1590400,0,4862000,3120400,71273,7867500,460280,9616500,4375700,320400
2420,CSNK2A1,P68400,698530,92670,0,425080,53282,0,447760,115970,0,398630,9460.5,0,744110,196920,0,1547900,220100,0,226120,0,0,440540,41063,0,341930,0,0,53069,0,0,139490,145770,29088,79341,0,97656,70201,0
2421,PAFAH1B2,P68402,0,59488,0,18019,30893,0,161200,154420,0,52521,48423,0,442670,146590,0,102760,180010,0,96888,147920,0,248750,209780,0,302330,81096,0,16054,69244,0,59167,41899,0,0,0,0,37911,0
2422,H3C1,P68431,214970,134800,0,0,123370,0,147590,78721,0,918360,700790,0,117590,0,0,0,40601,0,1217100,152290,0,275840,215810,16875,294400,160570,0,390540,289760,0,31651,58893,0,84837,0,102570,108220,115990
2423,HBB,P68871,22829000,27235000,30985000,68347000,33143000,32142000,86393000,61121000,152080000,185240000,89627000,93254000,43684000,19724000,20005000,174580000,55117000,138420000,73990000,28085000,33983000,53323000,6540700,2684600,2858000,1132300,967850,36265000,32238000,12027000,239290000,119820000,51161000,8555200,371920,12823000,41388000,2033900
2424,NOMO2,Q5JPE7,3569.1,0,0,9592.6,0,0,0,0,0,0,0,0,2126.3,0,0,16128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,HBG1,P69891,0,0,0,77473,35070,413570,555290,205520,237080,264310,456050,545980,180520,0,0,1496600,186210,12151,209850,0,59982,40347,0,0,0,0,0,0,0,0,73501,0,0,0,0,0,0,0
2426,HBG2,P69892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,HBA1,P69905,19595000,18240000,27382000,40597000,22245000,41344000,69924000,39586000,110060000,153250000,66271000,77251000,39281000,14639000,20410000,175600000,33401000,107150000,44084000,16898000,26118000,28853000,3018100,1970500,1706700,826480,935380,24676000,21042000,7748200,187900000,87311000,49298000,5801500,165770,9919000,42051000,1786700
2428,CXADR,P78310,309870,24956,0,0,68327,0,1015600,45893,0,956380,52998,0,294490,0,0,14165,155370,0,999140,75176,0,398240,0,0,1510800,54204,0,405170,0,0,288170,0,0,0,0,0,0,0
2429,SIRPA,P78324,173100,26881,0,585060,295970,0,386300,28450,0,427090,82696,0,138630,0,0,271840,88159,0,469590,39732,0,530380,0,0,2497000,99310,0,84236,44630,0,372420,72386,0,79115,0,0,1309400,0
2430,EIF4G2,P78344,45634,6796.7,0,33352,0,0,104140,47581,0,98154,0,0,110050,0,0,0,40064,0,38311,0,0,135680,0,0,80704,0,0,0,0,0,31077,6322.6,0,17801,0,16534,0,0
2431,GTF2I,P78347,0,41168,0,0,0,0,0,0,0,0,0,0,0,0,0,18896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70178,468440,0,0,0,0,0,0
2432,PIP4K2B,P78356,59284,0,0,76586,0,0,0,0,0,49845,0,0,65600,0,0,8475.4,0,0,22914,0,0,25807,0,0,116380,0,0,9322.9,0,0,30965,0,0,24772,0,0,15185,0
2433,CSNK1G2,P78368,0,0,0,0,0,0,162760,0,0,24364,0,0,0,0,0,0,0,0,10125,0,0,18663,0,0,158890,0,0,0,0,0,0,0,0,0,0,0,0,0
2434,CLDN10,P78369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88622,0
2435,CCT2,P78371,813920,639290,0,675260,223520,62935,1467400,246200,0,1699800,777960,0,2829500,1167800,25579,667930,479310,50824,791510,223620,0,2718800,1456800,0,2574700,343350,0,548710,69682,0,607380,1113900,41515,1377400,0,2140400,600540,13139
2436,SLC35A2,P78381,174300,0,0,0,0,0,32418,0,0,0,0,0,91422,0,0,149940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2437,SLC35A1,P78382,0,0,0,0,0,0,0,0,0,43912,0,0,0,0,0,0,0,0,8684.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,RAE1,P78406,8470.9,0,0,0,0,0,4029.7,0,0,0,0,0,16368,0,0,0,0,0,0,0,0,86401,0,0,15584,0,0,0,0,0,0,0,0,0,0,0,0,0
2439,BTN3A2,P78410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136950,0,0,0,0,0,0,0,0,0,0,0,22806,0
2440,GSTO1,P78417,245360,97876,0,276860,148740,0,470520,126950,0,857540,179240,0,293920,122450,0,217300,209460,0,567770,82514,0,1102300,366970,0,2113600,58164,0,234030,43697,0,637590,109020,0,106590,14219,189670,843930,0
2441,CX3CL1,P78423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2442,JAG1,P78504,0,0,0,20746,0,0,0,0,0,0,0,0,0,0,0,208600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2443,RELN,P78509,0,101450,0,0,0,0,0,113610,0,0,0,0,0,353730,0,0,0,0,0,0,0,0,0,0,0,769080,0,0,57453,0,0,94536,0,0,0,0,0,0
2444,PRKDC,P78527,1465800,1140600,0,60645,111990,0,2373600,460170,0,418490,11031,0,2288700,836330,0,1250100,708530,0,56980,0,0,458820,163270,0,69293,0,0,0,0,0,212900,1799400,77237,78452,0,13283,0,0
2445,ADAM17,P78536,161470,0,0,261200,0,0,275090,0,0,359950,0,0,394300,0,0,158100,55714,0,291400,0,0,268990,0,0,891980,0,0,74967,0,0,64171,0,0,48056,0,125080,0,0
2446,SRPX,P78539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217730,0,92660,0,12528
2447,PHEX,P78562,0,0,0,187020,0,0,5723.1,0,0,0,0,0,1259.5,0,0,0,0,0,50421,21016,0,6982.3,0,0,10578,0,0,55901,0,0,41763,0,0,18136000,697580,23826000,73678,902090
2448,HLA-DRB3,P79483,841590,333700,0,903370,145870,0,3508600,391130,0,622500,233800,0,127500,314340,0,1208100,378400,0,1647800,67639,0,2781800,235100,0,13534000,1423000,0,580300,60382,0,825360,337390,0,0,320320,0,4359100,0
2449,GPLD1,P80108,0,1806.1,85817,0,0,52239,0,0,55636,0,138510,271020,0,0,16782,14641,0,0,0,0,118700,8144.4,44700,136000,0,0,0,0,0,0,0,0,0,26410,0,0,0,58025
2450,LCN2,P80188,948470,471100,22958,505140,961540,0,283510,85624,0,1586300,448400,0,722350,421140,0,231500,183630,0,668080,79098,27349,232770,55763,25310,156220,0,27404,36594,0,0,182880,152730,6228.9,133480,0,0,124530,0
2451,IFI35,P80217,0,43722,0,0,0,0,153720,0,0,52540,0,0,760980,78282,0,0,0,0,48995,0,55054,18679,0,0,296930,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,NUCB2,P80303,7320800,936910,0,2179400,81487,0,3410500,324110,0,2634800,501010,21309,1710900,20251,0,5887600,1085000,0,840550,0,0,47335,0,0,202110,0,0,315820,0,0,648820,345310,0,148340,0,774750,0,0
2453,HSD11B2,P80365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314840,0,35068
2454,S100A12,P80511,0,8707.5,0,1477900,40184,3857.2,0,0,0,4153.4,0,0,301910,0,0,276160,0,0,176420,0,0,6237,0,44613,70217,0,0,0,0,0,28197,0,0,0,0,0,682080,0
2455,BASP1,P80723,2772600,677230,5909.1,6942400,3355200,0,7048300,1553100,23467,6254000,2318100,0,1692300,360470,0,7617200,2892400,0,3703300,1784000,7086,12496000,3187500,86318,7417700,518220,13889,1172800,504420,0,1418200,541270,0,1151100,646010,3683000,12277000,60670
2456,P80748,P80748,115270,0,1227600,398450,0,482870,100130,0,239170,263770,0,1228800,731380,437830,2185900,48535,13416,680300,761290,0,918600,455570,29226,482020,93524,0,265220,933170,0,124810,454830,28945,1797500,0,0,9949.2,0,579200
2457,DCD,P81605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20303,0,0,156540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391180,42144,0,0
2458,TMF1,P82094,0,0,0,0,0,0,0,0,0,0,0,0,9007.9,0,0,14329,0,0,0,0,0,0,0,0,0,0,0,0,0,39000,0,0,0,0,0,0,0,0
2459,MRPS5,P82675,0,0,0,0,0,0,0,32195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,MRPS34,P82930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,MRPS9,P82933,0,266690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31873,0,580010,0,0,0,0,0,141510,0,0,0,0,0,0
2462,HTRA3,P83110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112550,0,87209,0,51232
2463,LACTB,P83111,65175,0,0,0,0,0,29678,0,0,48183,0,0,0,0,0,86901,0,0,0,0,0,0,0,0,0,0,0,1833.5,0,0,0,0,0,0,0,0,0,0
2464,COG7,P83436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,RPL24,P83731,0,4745,0,0,0,0,0,0,0,0,0,0,0,16236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2466,RPL36AL,Q969Q0,0,0,0,0,0,0,0,0,0,48856,0,0,0,0,0,0,0,0,7375.8,29493,0,44658,0,0,36609,0,0,0,0,0,8575.2,0,0,0,0,62602,0,0
2467,ARF1,P84077,5599800,1819200,61922,3808500,660620,0,5538600,2549800,72807,6539500,3317500,0,4923700,1622500,84348,3910000,2851700,123840,6266000,1883400,0,9456200,1629900,401190,13933000,816240,151490,2086800,896550,0,5013700,1162500,8056.4,1528500,1021400,2593900,21407000,292400
2468,ARF5,P84085,154150,182190,0,42104,32785,0,68049,274460,0,618120,112780,0,279460,40025,0,329850,293120,0,395420,22042,0,699180,123250,0,605230,22991,0,143060,0,0,464480,32590,0,7529.4,0,24162,578080,0
2469,ERH,P84090,0,18670,0,0,0,0,0,0,0,88954,0,0,0,0,0,147860,0,0,37015,0,0,166810,65718,0,86274,0,0,5378.7,0,0,15925,0,0,0,0,0,0,0
2470,RHOG,P84095,561020,297110,0,1631700,497980,0,1325300,533940,0,1374700,244360,0,500840,119560,0,792640,595540,0,1239600,418740,0,3064600,344640,0,5892100,179220,0,461770,137030,0,1267200,670070,0,299450,247060,472030,1155300,0
2471,RPL19,P84098,89861,0,0,0,134100,0,221930,83967,0,23517,0,0,0,148980,0,240290,177650,0,116170,151930,0,282600,98628,0,13742,0,0,27525,64856,0,88648,89984,0,305310,0,37491,0,0
2472,SRSF3,P84103,0,0,0,0,0,0,42188,33002,0,0,0,0,0,0,0,31659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17606,0,17048,0,0,0,0
2473,MXRA7,P84157,0,0,0,0,0,0,0,0,0,27044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9263.8,0,0,0,0,187420,0,0
2474,H3-3A,P84243,339550,156290,0,77017,0,0,247980,131960,0,560020,501790,0,246410,38832,0,174220,122960,0,834060,27557,0,388960,0,26861,175880,133390,0,253680,227790,0,127830,250950,0,106120,0,451290,60442,151820
2475,FOXK1,P85037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,CCZ1,P86791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6989.5,0,0,25048,0,0,23003,0,0,0,0,0,0,0,0,0,0,0,0,1732000
2477,TNFAIP6,P98066,0,0,0,0,354800,0,0,0,0,0,0,0,0,192780,0,0,0,0,0,0,0,0,169550,0,0,39043,0,0,59314,0,0,159970,0,0,0,0,0,0
2478,DAB2,P98082,93198,0,0,188650,27278,0,224340,72114,0,261870,0,0,82735,0,0,900960,154090,0,370460,362290,0,81858,0,0,524340,0,0,136310,0,0,25078,0,0,138500,0,0,0,0
2479,MUC5AC,P98088,0,9478.9,0,0,0,0,0,0,0,0,2094200,0,0,0,0,0,0,0,23983,7144800,0,7037.5,0,0,0,36904,0,14953,0,0,156470,0,0,0,0,0,0,0
2480,FBLN2,P98095,119380,778760,0,87040,1409900,27839,0,468110,0,21947,160020,0,748340,2203500,0,111760,646660,0,0,58549,0,0,236620,0,103070,336130,0,1741.8,3682700,0,0,1276900,0,0,0,0,0,0
2481,VLDLR,P98155,24972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62811,0,0
2482,HSPG2,P98160,110140,5497600,114730,3014200,16808000,218650,372070,3867600,47813,411830,4563400,65837,4300000,12431000,247620,2793900,4333500,1547900,217720,2831600,161200,419400,9792600,2210000,1635900,15149000,388670,450830,22872000,712190,203060,16374000,643930,259620000,2674100,151800000,122080,64486000
2483,LRP2,P98164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2484,ARHGAP4,P98171,0,0,0,19538,0,0,41922,0,0,121770,0,0,0,0,0,77123,0,0,23247,0,0,142080,0,0,259160,0,0,0,0,0,32430,0,0,0,0,0,0,0
2485,EFNB1,P98172,76179,277450,0,88569,46124,0,173350,0,0,148750,0,0,91662,559000,0,61522,0,0,87402,51531,0,86972,0,0,338730,0,0,30705,0,0,57014,285460,0,1291100,28897,1756500,0,69439
2486,ATP2C1,P98194,856370,0,0,49875,0,0,255600,0,0,319430,0,0,253450,0,0,29671,0,0,83370,0,0,95796,0,0,27913,0,0,19691,0,0,77082,0,0,34224,0,88374,0,0
2487,ATP11A,P98196,97377,0,0,99506,0,0,552430,0,0,311360,39440,0,528470,0,0,285080,56831,0,195430,72146,0,176050,0,0,861520,0,0,0,0,0,17712,0,0,462700,0,1207900,3224000,153200
2488,CYCS,P99999,0,3594.9,0,95146,44314,0,26419,0,0,210000,0,0,380790,49898,0,117850,0,0,83586,0,0,418070,77423,0,366060,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,MPP1,Q00013,338690,124160,0,397590,206490,0,1088700,119330,0,3076200,355630,0,141040,50825,0,735450,238320,0,855230,107940,0,1203200,19447,0,2864700,52829,0,287520,60633,0,3301700,798160,21648,15343,0,31756,0,0
2490,TFAM,Q00059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2491,PITPNA,Q00169,147660,16680,0,39385,13645,0,506100,66019,0,355880,127820,0,7328,0,0,55300,140320,0,280340,24354,0,381410,0,0,618850,0,0,175060,5832.1,0,166310,4315,0,0,0,0,759030,0
2492,SLC25A3,Q00325,247210,247930,0,53359,49870,0,423250,135720,0,1183500,252610,0,220190,71111,0,468020,156580,0,374960,0,0,80140,0,0,105090,0,0,88328,0,0,636710,623840,0,0,0,0,0,0
2493,HDLBP,Q00341,0,144530,0,90576,13180,0,68890,96742,0,111830,0,0,0,15610,0,546540,180100,0,38363,20459,0,129050,0,0,108140,0,0,0,0,0,0,0,0,2266.7,0,0,0,0
2494,CDK3,Q00526,0,0,0,4489000,0,0,7628500,0,1070400,4536400,0,4603900,0,0,0,0,0,0,9928600,0,0,6968500,0,0,3793000,0,2864500,0,0,332170,8445700,131490,4621900,17435000,0,0,0,26633000
2495,CDK6,Q00534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,CDK16,Q00536,73274,0,0,77156,0,0,86549,0,0,58373,0,0,169080,0,0,7272.5,0,31799,71305,6504.8,0,93362,0,0,111330,0,0,0,0,0,29708,0,0,9318.8,0,0,791530,0
2497,PURA,Q00577,33976,10020,0,0,0,0,149880,0,0,176190,0,0,136380,15120,0,108520,42184,0,33922,0,0,0,0,0,6889.4,0,0,0,0,0,9388,0,0,0,0,0,0,0
2498,CDC42EP1,Q00587,0,0,0,18001,0,0,402050,22372,0,106320,0,0,0,0,0,23474,40037,0,66696,24491,0,0,0,0,90125,0,0,0,0,0,0,0,0,0,0,0,0,0
2499,CLTC,Q00610,9556300,8269300,154540,9382600,6080000,204070,11532000,8231600,761950,13779000,8959900,39722,33725000,23139000,30910,32449000,7131500,2463900,9024400,2908300,110050,18392000,5808900,388790,11482000,1597400,0,2930900,1393300,0,7034900,5778100,273240,4119800,0,3959800,538370,291810
2500,NFKB2,Q00653,0,0,0,19042,0,0,7052.1,0,0,0,0,0,128700,0,0,30448,0,0,0,0,0,25999,0,0,32778,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,FKBP3,Q00688,0,0,0,0,0,0,0,0,0,53968,0,0,42462,0,0,27736,0,0,19893,0,0,29806,0,0,73392,0,0,11136,0,0,41274,0,0,0,0,0,0,0
2502,PLCB2,Q00722,0,0,0,0,0,0,0,0,0,3968.6,0,0,0,0,0,0,0,0,0,0,0,10349,0,0,150750,0,0,0,0,0,0,0,0,0,0,0,0,0
2503,REEP5,Q00765,1824800,302350,0,276910,80583,0,1254000,80272,0,969380,258200,0,473790,93781,0,259690,152380,0,243510,0,0,160090,59586,0,89514,0,0,104220,25327,0,233410,107540,0,129430,0,534720,0,0
